id_cliente,segmento_comprador,pais,ciudad
CUST01144,Inversionista,Colombia,Bogotá
CUST01145,Primera vez,Mexico,Ciudad de México
CUST01146,Alto patrimonio,Mexico,Ciudad de México
CUST01147,Inversionista,Mexico,Ciudad de México
CUST01148,Inversionista,Colombia,Bogotá
CUST01149,Alto patrimonio,Mexico,Ciudad de México
CUST01150,Alto patrimonio,Colombia,Bogotá
CUST01151,Inversionista,Colombia,Bogotá
CUST01152,Inversionista,Mexico,Ciudad de México
CUST01153,Inversionista,Colombia,Bogotá
CUST01154,Inversionista,Mexico,Ciudad de México
CUST01155,Inversionista,Colombia,Bogotá
CUST01156,Inversionista,Colombia,Bogotá
CUST01157,Primera vez,Mexico,Ciudad de México
CUST01158,Alto patrimonio,Mexico,Ciudad de México
CUST01159,Alto patrimonio,Colombia,Bogotá
CUST01160,Primera vez,Mexico,Ciudad de México
CUST01161,Inversionista,Colombia,Bogotá
CUST01162,Primera vez,Mexico,Ciudad de México
CUST01163,Primera vez,Colombia,Bogotá
CUST01164,Inversionista,Mexico,Ciudad de México
CUST01165,Primera vez,Mexico,Ciudad de México
CUST01166,Inversionista,Mexico,Ciudad de México
CUST01167,Inversionista,Colombia,Bogotá
CUST01168,Primera vez,Mexico,Ciudad de México
CUST01169,Primera vez,Mexico,Ciudad de México
CUST01170,Primera vez,Mexico,Ciudad de México
CUST01171,Inversionista,Colombia,Bogotá
CUST01172,Alto patrimonio,Mexico,Ciudad de México
CUST01173,Inversionista,Mexico,Ciudad de México
CUST01174,Primera vez,Colombia,Bogotá
CUST01175,Inversionista,Colombia,Bogotá
CUST01176,Primera vez,Mexico,Ciudad de México
CUST01177,Inversionista,Colombia,Bogotá
CUST01178,Primera vez,Mexico,Ciudad de México
CUST01179,Inversionista,Mexico,Ciudad de México
CUST01180,Primera vez,Mexico,Ciudad de México
CUST01181,Alto patrimonio,Colombia,Bogotá
CUST01182,Primera vez,Colombia,Bogotá
CUST01183,Inversionista,Mexico,Ciudad de México
CUST01184,Alto patrimonio,Colombia,Bogotá
CUST01185,Primera vez,Mexico,Ciudad de México
CUST01186,Alto patrimonio,Colombia,Bogotá
CUST01187,Inversionista,Colombia,Bogotá
CUST01188,Primera vez,Colombia,Bogotá
CUST01189,Primera vez,Mexico,Ciudad de México
CUST01190,Inversionista,Mexico,Ciudad de México
CUST01191,Primera vez,Colombia,Bogotá
CUST01192,Inversionista,Colombia,Bogotá
CUST01193,Primera vez,Colombia,Bogotá
CUST01194,Inversionista,Mexico,Ciudad de México
CUST01195,Primera vez,Colombia,Bogotá
CUST01196,Alto patrimonio,Mexico,Ciudad de México
CUST01197,Alto patrimonio,Colombia,Bogotá
CUST01198,Alto patrimonio,Colombia,Bogotá
CUST01199,Inversionista,Colombia,Bogotá
CUST01200,Primera vez,Mexico,Ciudad de México
CUST01201,Inversionista,Colombia,Bogotá
CUST01202,Primera vez,Colombia,Bogotá
CUST01203,Primera vez,Mexico,Ciudad de México
CUST01204,Primera vez,Mexico,Ciudad de México
CUST01205,Primera vez,Colombia,Bogotá
CUST01206,Inversionista,Colombia,Bogotá
CUST01207,Inversionista,Mexico,Ciudad de México
CUST01208,Primera vez,Colombia,Bogotá
CUST01209,Primera vez,Mexico,Ciudad de México
CUST01210,Alto patrimonio,Mexico,Ciudad de México
CUST01211,Primera vez,Colombia,Bogotá
CUST01212,Primera vez,Colombia,Bogotá
CUST01213,Primera vez,Colombia,Bogotá
CUST01214,Inversionista,Mexico,Ciudad de México
CUST01215,Inversionista,Colombia,Bogotá
CUST01216,Primera vez,Colombia,Bogotá
CUST01217,Primera vez,Mexico,Ciudad de México
CUST01218,Inversionista,Mexico,Ciudad de México
CUST01219,Inversionista,Colombia,Bogotá
CUST01220,Primera vez,Mexico,Ciudad de México
CUST01221,Alto patrimonio,Colombia,Bogotá
CUST01222,Primera vez,Colombia,Bogotá
CUST01223,Primera vez,Colombia,Bogotá
CUST01224,Alto patrimonio,Colombia,Bogotá
CUST01225,Primera vez,Colombia,Bogotá
CUST01226,Inversionista,Colombia,Bogotá
CUST01227,Primera vez,Mexico,Ciudad de México
CUST01228,Primera vez,Mexico,Ciudad de México
CUST01229,Alto patrimonio,Mexico,Ciudad de México
CUST01230,Primera vez,Colombia,Bogotá
CUST01231,Alto patrimonio,Colombia,Bogotá
CUST01232,Primera vez,Colombia,Bogotá
CUST01233,Primera vez,Mexico,Ciudad de México
CUST01234,Primera vez,Mexico,Ciudad de México
CUST01235,Inversionista,Colombia,Bogotá
CUST01236,Primera vez,Colombia,Bogotá
CUST01237,Alto patrimonio,Colombia,Bogotá
CUST01238,Primera vez,Colombia,Bogotá
CUST01239,Alto patrimonio,Colombia,Bogotá
CUST01240,Primera vez,Mexico,Ciudad de México
CUST01241,Alto patrimonio,Mexico,Ciudad de México
CUST01242,Inversionista,Colombia,Bogotá
CUST01243,Inversionista,Colombia,Bogotá
CUST01244,Inversionista,Mexico,Ciudad de México
CUST01245,Inversionista,Colombia,Bogotá
CUST01246,Inversionista,Colombia,Bogotá
CUST01247,Primera vez,Colombia,Bogotá
CUST01248,Primera vez,Colombia,Bogotá
CUST01249,Alto patrimonio,Colombia,Bogotá
CUST01250,Inversionista,Mexico,Ciudad de México
CUST01251,Inversionista,Colombia,Bogotá
CUST01252,Primera vez,Colombia,Bogotá
CUST01253,Primera vez,Mexico,Ciudad de México
CUST01254,Primera vez,Colombia,Bogotá
CUST01255,Inversionista,Mexico,Ciudad de México
CUST01256,Primera vez,Mexico,Ciudad de México
CUST01257,Primera vez,Colombia,Bogotá
CUST01258,Primera vez,Mexico,Ciudad de México
CUST01259,Primera vez,Colombia,Bogotá
CUST01260,Inversionista,Mexico,Ciudad de México
CUST01261,Primera vez,Colombia,Bogotá
CUST01262,Inversionista,Mexico,Ciudad de México
CUST01263,Primera vez,Mexico,Ciudad de México
CUST01264,Primera vez,Colombia,Bogotá
CUST01265,Primera vez,Mexico,Ciudad de México
CUST01266,Primera vez,Mexico,Ciudad de México
CUST01267,Primera vez,Mexico,Ciudad de México
CUST01268,Primera vez,Colombia,Bogotá
CUST01269,Inversionista,Mexico,Ciudad de México
CUST01270,Primera vez,Colombia,Bogotá
CUST01271,Inversionista,Colombia,Bogotá
CUST01272,Alto patrimonio,Colombia,Bogotá
CUST01273,Inversionista,Colombia,Bogotá
CUST01274,Primera vez,Mexico,Ciudad de México
CUST01275,Primera vez,Colombia,Bogotá
CUST01276,Primera vez,Mexico,Ciudad de México
CUST01277,Primera vez,Colombia,Bogotá
CUST01278,Alto patrimonio,Colombia,Bogotá
CUST01279,Primera vez,Colombia,Bogotá
CUST01280,Primera vez,Colombia,Bogotá
CUST01281,Inversionista,Colombia,Bogotá
CUST01282,Inversionista,Colombia,Bogotá
CUST01283,Inversionista,Mexico,Ciudad de México
CUST01284,Primera vez,Colombia,Bogotá
CUST01285,Primera vez,Colombia,Bogotá
CUST01286,Primera vez,Colombia,Bogotá
CUST01287,Primera vez,Mexico,Ciudad de México
CUST01288,Primera vez,Mexico,Ciudad de México
CUST01289,Primera vez,Colombia,Bogotá
CUST01290,Primera vez,Colombia,Bogotá
CUST01291,Primera vez,Colombia,Bogotá
CUST01292,Primera vez,Mexico,Ciudad de México
CUST01293,Inversionista,Colombia,Bogotá
CUST01294,Inversionista,Colombia,Bogotá
CUST01295,Inversionista,Colombia,Bogotá
CUST01296,Primera vez,Colombia,Bogotá
CUST01297,Primera vez,Colombia,Bogotá
CUST01298,Primera vez,Mexico,Ciudad de México
CUST01299,Inversionista,Colombia,Bogotá
CUST01300,Inversionista,Mexico,Ciudad de México
CUST01301,Primera vez,Colombia,Bogotá
CUST01302,Alto patrimonio,Colombia,Bogotá
CUST01303,Primera vez,Mexico,Ciudad de México
CUST01304,Primera vez,Colombia,Bogotá
CUST01305,Inversionista,Mexico,Ciudad de México
CUST01306,Alto patrimonio,Mexico,Ciudad de México
CUST01307,Inversionista,Colombia,Bogotá
CUST01308,Inversionista,Mexico,Ciudad de México
CUST01309,Primera vez,Colombia,Bogotá
CUST01310,Inversionista,Mexico,Ciudad de México
CUST01311,Primera vez,Colombia,Bogotá
CUST01312,Alto patrimonio,Mexico,Ciudad de México
CUST01313,Primera vez,Colombia,Bogotá
CUST01314,Inversionista,Colombia,Bogotá
CUST01315,Primera vez,Mexico,Ciudad de México
CUST01316,Inversionista,Mexico,Ciudad de México
CUST01317,Primera vez,Mexico,Ciudad de México
CUST01318,Inversionista,Mexico,Ciudad de México
CUST01319,Primera vez,Mexico,Ciudad de México
CUST01320,Primera vez,Colombia,Bogotá
CUST01321,Primera vez,Colombia,Bogotá
CUST01322,Primera vez,Colombia,Bogotá
CUST01323,Alto patrimonio,Colombia,Bogotá
CUST01324,Primera vez,Colombia,Bogotá
CUST01325,Alto patrimonio,Mexico,Ciudad de México
CUST01326,Primera vez,Colombia,Bogotá
CUST01327,Primera vez,Mexico,Ciudad de México
CUST01328,Inversionista,Colombia,Bogotá
CUST01329,Inversionista,Colombia,Bogotá
CUST01330,Primera vez,Colombia,Bogotá
CUST01331,Inversionista,Mexico,Ciudad de México
CUST01332,Inversionista,Mexico,Ciudad de México
CUST01333,Primera vez,Mexico,Ciudad de México
CUST01334,Alto patrimonio,Colombia,Bogotá
CUST01335,Alto patrimonio,Mexico,Ciudad de México
CUST01336,Inversionista,Colombia,Bogotá
CUST01337,Primera vez,Colombia,Bogotá
CUST01338,Inversionista,Colombia,Bogotá
CUST01339,Primera vez,Colombia,Bogotá
CUST01340,Primera vez,Colombia,Bogotá
CUST01341,Primera vez,Mexico,Ciudad de México
CUST01342,Primera vez,Mexico,Ciudad de México
CUST01343,Alto patrimonio,Colombia,Bogotá
CUST01344,Inversionista,Colombia,Bogotá
CUST01345,Inversionista,Colombia,Bogotá
CUST01346,Primera vez,Colombia,Bogotá
CUST01347,Primera vez,Mexico,Ciudad de México
CUST01348,Primera vez,Colombia,Bogotá
CUST01349,Alto patrimonio,Mexico,Ciudad de México
CUST01350,Primera vez,Colombia,Bogotá
CUST01351,Alto patrimonio,Mexico,Ciudad de México
CUST01352,Inversionista,Colombia,Bogotá
CUST01353,Primera vez,Mexico,Ciudad de México
CUST01354,Inversionista,Colombia,Bogotá
CUST01355,Primera vez,Mexico,Ciudad de México
CUST01356,Alto patrimonio,Colombia,Bogotá
CUST01357,Alto patrimonio,Colombia,Bogotá
CUST01358,Primera vez,Mexico,Ciudad de México
CUST01359,Primera vez,Mexico,Ciudad de México
CUST01360,Inversionista,Mexico,Ciudad de México
CUST01361,Alto patrimonio,Mexico,Ciudad de México
CUST01362,Primera vez,Mexico,Ciudad de México
CUST01363,Inversionista,Colombia,Bogotá
CUST01364,Inversionista,Colombia,Bogotá
CUST01365,Inversionista,Colombia,Bogotá
CUST01366,Primera vez,Mexico,Ciudad de México
CUST01367,Inversionista,Colombia,Bogotá
CUST01368,Alto patrimonio,Colombia,Bogotá
CUST01369,Primera vez,Mexico,Ciudad de México
CUST01370,Primera vez,Mexico,Ciudad de México
CUST01371,Alto patrimonio,Colombia,Bogotá
CUST01372,Primera vez,Colombia,Bogotá
CUST01373,Alto patrimonio,Colombia,Bogotá
CUST01374,Primera vez,Colombia,Bogotá
CUST01375,Primera vez,Colombia,Bogotá
CUST01376,Alto patrimonio,Mexico,Ciudad de México
CUST01377,Primera vez,Mexico,Ciudad de México
CUST01378,Primera vez,Mexico,Ciudad de México
CUST01379,Primera vez,Colombia,Bogotá
CUST01380,Inversionista,Mexico,Ciudad de México
CUST01381,Primera vez,Colombia,Bogotá
CUST01382,Primera vez,Colombia,Bogotá
CUST01383,Alto patrimonio,Mexico,Ciudad de México
CUST01384,Primera vez,Colombia,Bogotá
CUST01385,Inversionista,Colombia,Bogotá
CUST01386,Primera vez,Mexico,Ciudad de México
CUST01387,Inversionista,Colombia,Bogotá
CUST01388,Primera vez,Mexico,Ciudad de México
CUST01389,Alto patrimonio,Colombia,Bogotá
CUST01390,Primera vez,Mexico,Ciudad de México
CUST01391,Primera vez,Colombia,Bogotá
CUST01392,Primera vez,Colombia,Bogotá
CUST01393,Primera vez,Mexico,Ciudad de México
CUST01394,Primera vez,Colombia,Bogotá
CUST01395,Primera vez,Colombia,Bogotá
CUST01396,Inversionista,Colombia,Bogotá
CUST01397,Primera vez,Colombia,Bogotá
CUST01398,Primera vez,Colombia,Bogotá
CUST01399,Inversionista,Colombia,Bogotá
CUST01400,Inversionista,Mexico,Ciudad de México
CUST01401,Primera vez,Colombia,Bogotá
CUST01402,Primera vez,Colombia,Bogotá
CUST01403,Primera vez,Colombia,Bogotá
CUST01404,Inversionista,Colombia,Bogotá
CUST01405,Inversionista,Mexico,Ciudad de México
CUST01406,Primera vez,Colombia,Bogotá
CUST01407,Inversionista,Mexico,Ciudad de México
CUST01408,Inversionista,Colombia,Bogotá
CUST01409,Inversionista,Mexico,Ciudad de México
CUST01410,Alto patrimonio,Mexico,Ciudad de México
CUST01411,Primera vez,Mexico,Ciudad de México
CUST01412,Primera vez,Mexico,Ciudad de México
CUST01413,Primera vez,Mexico,Ciudad de México
CUST01414,Primera vez,Colombia,Bogotá
CUST01415,Primera vez,Colombia,Bogotá
CUST01416,Alto patrimonio,Mexico,Ciudad de México
CUST01417,Primera vez,Colombia,Bogotá
CUST01418,Primera vez,Colombia,Bogotá
CUST01419,Primera vez,Mexico,Ciudad de México
CUST01420,Alto patrimonio,Colombia,Bogotá
CUST01421,Primera vez,Mexico,Ciudad de México
CUST01422,Primera vez,Mexico,Ciudad de México
CUST01423,Primera vez,Mexico,Ciudad de México
CUST01424,Primera vez,Mexico,Ciudad de México
CUST01425,Alto patrimonio,Colombia,Bogotá
CUST01426,Alto patrimonio,Colombia,Bogotá
CUST01427,Primera vez,Colombia,Bogotá
CUST01428,Alto patrimonio,Colombia,Bogotá
CUST01429,Inversionista,Mexico,Ciudad de México
CUST01430,Alto patrimonio,Mexico,Ciudad de México
CUST01431,Primera vez,Colombia,Bogotá
CUST01432,Primera vez,Colombia,Bogotá
CUST01433,Primera vez,Mexico,Ciudad de México
CUST01434,Inversionista,Colombia,Bogotá
CUST01435,Primera vez,Colombia,Bogotá
CUST01436,Primera vez,Colombia,Bogotá
CUST01437,Primera vez,Mexico,Ciudad de México
CUST01438,Inversionista,Mexico,Ciudad de México
CUST01439,Primera vez,Mexico,Ciudad de México
CUST01440,Inversionista,Mexico,Ciudad de México
CUST01441,Alto patrimonio,Colombia,Bogotá
CUST01442,Primera vez,Colombia,Bogotá
CUST01443,Inversionista,Mexico,Ciudad de México
CUST01444,Primera vez,Colombia,Bogotá
CUST01445,Alto patrimonio,Mexico,Ciudad de México
CUST01446,Primera vez,Mexico,Ciudad de México
CUST01447,Inversionista,Mexico,Ciudad de México
CUST01448,Inversionista,Mexico,Ciudad de México
CUST01449,Alto patrimonio,Mexico,Ciudad de México
CUST01450,Inversionista,Mexico,Ciudad de México
CUST01451,Primera vez,Colombia,Bogotá
CUST01452,Inversionista,Colombia,Bogotá
CUST01453,Alto patrimonio,Colombia,Bogotá
CUST01454,Inversionista,Mexico,Ciudad de México
CUST01455,Primera vez,Colombia,Bogotá
CUST01456,Alto patrimonio,Mexico,Ciudad de México
CUST01457,Inversionista,Colombia,Bogotá
CUST01458,Inversionista,Mexico,Ciudad de México
CUST01459,Primera vez,Colombia,Bogotá
CUST01460,Inversionista,Mexico,Ciudad de México
CUST01461,Primera vez,Mexico,Ciudad de México
CUST01462,Inversionista,Colombia,Bogotá
CUST01463,Primera vez,Colombia,Bogotá
CUST01464,Inversionista,Mexico,Ciudad de México
CUST01465,Alto patrimonio,Colombia,Bogotá
CUST01466,Primera vez,Colombia,Bogotá
CUST01467,Alto patrimonio,Mexico,Ciudad de México
CUST01468,Primera vez,Mexico,Ciudad de México
CUST01469,Alto patrimonio,Mexico,Ciudad de México
CUST01470,Inversionista,Colombia,Bogotá
CUST01471,Inversionista,Colombia,Bogotá
CUST01472,Inversionista,Mexico,Ciudad de México
CUST01473,Alto patrimonio,Mexico,Ciudad de México
CUST01474,Primera vez,Mexico,Ciudad de México
CUST01475,Primera vez,Colombia,Bogotá
CUST01476,Inversionista,Colombia,Bogotá
CUST01477,Inversionista,Colombia,Bogotá
CUST01478,Inversionista,Colombia,Bogotá
CUST01479,Inversionista,Colombia,Bogotá
CUST01480,Primera vez,Colombia,Bogotá
CUST01481,Inversionista,Mexico,Ciudad de México
CUST01482,Primera vez,Colombia,Bogotá
CUST01483,Primera vez,Mexico,Ciudad de México
CUST01484,Primera vez,Mexico,Ciudad de México
CUST01485,Primera vez,Mexico,Ciudad de México
CUST01486,Primera vez,Colombia,Bogotá
CUST01487,Primera vez,Mexico,Ciudad de México
CUST01488,Inversionista,Mexico,Ciudad de México
CUST01489,Primera vez,Mexico,Ciudad de México
CUST01490,Primera vez,Mexico,Ciudad de México
CUST01491,Primera vez,Mexico,Ciudad de México
CUST01492,Primera vez,Mexico,Ciudad de México
CUST01493,Primera vez,Colombia,Bogotá
CUST01494,Primera vez,Mexico,Ciudad de México
CUST01495,Inversionista,Colombia,Bogotá
CUST01496,Inversionista,Mexico,Ciudad de México
CUST01497,Inversionista,Colombia,Bogotá
CUST01498,Primera vez,Colombia,Bogotá
CUST01499,Primera vez,Mexico,Ciudad de México
CUST01500,Alto patrimonio,Mexico,Ciudad de México
CUST01501,Primera vez,Colombia,Bogotá
CUST01502,Primera vez,Colombia,Bogotá
CUST01503,Primera vez,Mexico,Ciudad de México
CUST01504,Primera vez,Colombia,Bogotá
CUST01505,Primera vez,Mexico,Ciudad de México
CUST01506,Primera vez,Colombia,Bogotá
CUST01507,Inversionista,Mexico,Ciudad de México
CUST01508,Primera vez,Mexico,Ciudad de México
CUST01509,Inversionista,Colombia,Bogotá
CUST01510,Inversionista,Colombia,Bogotá
CUST01511,Inversionista,Colombia,Bogotá
CUST01512,Inversionista,Mexico,Ciudad de México
CUST01513,Alto patrimonio,Mexico,Ciudad de México
CUST01514,Primera vez,Mexico,Ciudad de México
CUST01515,Primera vez,Colombia,Bogotá
CUST01516,Primera vez,Colombia,Bogotá
CUST01517,Inversionista,Colombia,Bogotá
CUST01518,Alto patrimonio,Colombia,Bogotá
CUST01519,Primera vez,Mexico,Ciudad de México
CUST01520,Alto patrimonio,Mexico,Ciudad de México
CUST01521,Primera vez,Mexico,Ciudad de México
CUST01522,Alto patrimonio,Colombia,Bogotá
CUST01523,Primera vez,Mexico,Ciudad de México
CUST01524,Primera vez,Mexico,Ciudad de México
CUST01525,Primera vez,Mexico,Ciudad de México
CUST01526,Primera vez,Mexico,Ciudad de México
CUST01527,Primera vez,Colombia,Bogotá
CUST01528,Primera vez,Colombia,Bogotá
CUST01529,Inversionista,Mexico,Ciudad de México
CUST01530,Primera vez,Colombia,Bogotá
CUST01531,Primera vez,Colombia,Bogotá
CUST01532,Inversionista,Mexico,Ciudad de México
CUST01533,Inversionista,Mexico,Ciudad de México
CUST01534,Primera vez,Mexico,Ciudad de México
CUST01535,Primera vez,Colombia,Bogotá
CUST01536,Primera vez,Colombia,Bogotá
CUST01537,Primera vez,Mexico,Ciudad de México
CUST01538,Inversionista,Mexico,Ciudad de México
CUST01539,Primera vez,Mexico,Ciudad de México
CUST01540,Primera vez,Mexico,Ciudad de México
CUST01541,Inversionista,Mexico,Ciudad de México
CUST01542,Primera vez,Mexico,Ciudad de México
CUST01543,Inversionista,Colombia,Bogotá
CUST01544,Primera vez,Mexico,Ciudad de México
CUST01545,Alto patrimonio,Mexico,Ciudad de México
CUST01546,Primera vez,Mexico,Ciudad de México
CUST01547,Inversionista,Colombia,Bogotá
CUST01548,Inversionista,Mexico,Ciudad de México
CUST01549,Primera vez,Colombia,Bogotá
CUST01550,Inversionista,Colombia,Bogotá
CUST01551,Alto patrimonio,Colombia,Bogotá
CUST01552,Inversionista,Mexico,Ciudad de México
CUST01553,Inversionista,Colombia,Bogotá
CUST01554,Alto patrimonio,Colombia,Bogotá
CUST01555,Primera vez,Colombia,Bogotá
CUST01556,Primera vez,Mexico,Ciudad de México
CUST01557,Inversionista,Colombia,Bogotá
CUST01558,Primera vez,Colombia,Bogotá
CUST01559,Inversionista,Mexico,Ciudad de México
CUST01560,Alto patrimonio,Colombia,Bogotá
CUST01561,Primera vez,Mexico,Ciudad de México
CUST01562,Primera vez,Mexico,Ciudad de México
CUST01563,Inversionista,Colombia,Bogotá
CUST01564,Primera vez,Colombia,Bogotá
CUST01565,Inversionista,Mexico,Ciudad de México
CUST01566,Primera vez,Colombia,Bogotá
CUST01567,Inversionista,Colombia,Bogotá
CUST01568,Primera vez,Colombia,Bogotá
CUST01569,Inversionista,Mexico,Ciudad de México
CUST01570,Primera vez,Colombia,Bogotá
CUST01571,Inversionista,Mexico,Ciudad de México
CUST01572,Primera vez,Mexico,Ciudad de México
CUST01573,Inversionista,Colombia,Bogotá
CUST01574,Alto patrimonio,Colombia,Bogotá
CUST01575,Primera vez,Mexico,Ciudad de México
CUST01576,Primera vez,Colombia,Bogotá
CUST01577,Primera vez,Mexico,Ciudad de México
CUST01578,Inversionista,Colombia,Bogotá
CUST01579,Inversionista,Colombia,Bogotá
CUST01580,Primera vez,Colombia,Bogotá
CUST01581,Primera vez,Colombia,Bogotá
CUST01582,Primera vez,Colombia,Bogotá
CUST01583,Inversionista,Mexico,Ciudad de México
CUST01584,Primera vez,Colombia,Bogotá
CUST01585,Alto patrimonio,Colombia,Bogotá
CUST01586,Primera vez,Colombia,Bogotá
CUST01587,Inversionista,Mexico,Ciudad de México
CUST01588,Primera vez,Colombia,Bogotá
CUST01589,Primera vez,Mexico,Ciudad de México
CUST01590,Inversionista,Colombia,Bogotá
CUST01591,Inversionista,Colombia,Bogotá
CUST01592,Alto patrimonio,Colombia,Bogotá
CUST01593,Primera vez,Mexico,Ciudad de México
CUST01594,Primera vez,Colombia,Bogotá
CUST01595,Inversionista,Colombia,Bogotá
CUST01596,Inversionista,Colombia,Bogotá
CUST01597,Primera vez,Mexico,Ciudad de México
CUST01598,Primera vez,Colombia,Bogotá
CUST01599,Primera vez,Colombia,Bogotá
CUST01600,Alto patrimonio,Colombia,Bogotá
CUST01601,Primera vez,Colombia,Bogotá
CUST01602,Primera vez,Mexico,Ciudad de México
CUST01603,Primera vez,Mexico,Ciudad de México
CUST01604,Primera vez,Colombia,Bogotá
CUST01605,Primera vez,Colombia,Bogotá
CUST01606,Primera vez,Colombia,Bogotá
CUST01607,Primera vez,Colombia,Bogotá
CUST01608,Inversionista,Colombia,Bogotá
CUST01609,Primera vez,Mexico,Ciudad de México
CUST01610,Primera vez,Mexico,Ciudad de México
CUST01611,Alto patrimonio,Mexico,Ciudad de México
CUST01612,Inversionista,Mexico,Ciudad de México
CUST01613,Primera vez,Mexico,Ciudad de México
CUST01614,Primera vez,Mexico,Ciudad de México
CUST01615,Primera vez,Colombia,Bogotá
CUST01616,Inversionista,Mexico,Ciudad de México
CUST01617,Alto patrimonio,Colombia,Bogotá
CUST01618,Inversionista,Colombia,Bogotá
CUST01619,Inversionista,Mexico,Ciudad de México
CUST01620,Inversionista,Colombia,Bogotá
CUST01621,Primera vez,Colombia,Bogotá
CUST01622,Primera vez,Mexico,Ciudad de México
CUST01623,Inversionista,Colombia,Bogotá
CUST01624,Alto patrimonio,Colombia,Bogotá
CUST01625,Primera vez,Mexico,Ciudad de México
CUST01626,Inversionista,Mexico,Ciudad de México
CUST01627,Primera vez,Mexico,Ciudad de México
CUST01628,Primera vez,Colombia,Bogotá
CUST01629,Primera vez,Colombia,Bogotá
CUST01630,Primera vez,Mexico,Ciudad de México
CUST01631,Inversionista,Mexico,Ciudad de México
CUST01632,Primera vez,Colombia,Bogotá
CUST01633,Inversionista,Colombia,Bogotá
CUST01634,Inversionista,Colombia,Bogotá
CUST01635,Alto patrimonio,Mexico,Ciudad de México
CUST01636,Primera vez,Colombia,Bogotá
CUST01637,Primera vez,Mexico,Ciudad de México
CUST01638,Primera vez,Colombia,Bogotá
CUST01639,Alto patrimonio,Mexico,Ciudad de México
CUST01640,Alto patrimonio,Mexico,Ciudad de México
CUST01641,Primera vez,Mexico,Ciudad de México
CUST01642,Inversionista,Colombia,Bogotá
CUST01643,Primera vez,Mexico,Ciudad de México
CUST01644,Inversionista,Mexico,Ciudad de México
CUST01645,Primera vez,Colombia,Bogotá
CUST01646,Inversionista,Mexico,Ciudad de México
CUST01647,Primera vez,Mexico,Ciudad de México
CUST01648,Inversionista,Mexico,Ciudad de México
CUST01649,Inversionista,Mexico,Ciudad de México
CUST01650,Inversionista,Colombia,Bogotá
CUST01651,Primera vez,Colombia,Bogotá
CUST01652,Primera vez,Colombia,Bogotá
CUST01653,Primera vez,Mexico,Ciudad de México
CUST01654,Primera vez,Mexico,Ciudad de México
CUST01655,Primera vez,Mexico,Ciudad de México
CUST01656,Alto patrimonio,Colombia,Bogotá
CUST01657,Inversionista,Colombia,Bogotá
CUST01658,Primera vez,Mexico,Ciudad de México
CUST01659,Primera vez,Colombia,Bogotá
CUST01660,Primera vez,Colombia,Bogotá
CUST01661,Inversionista,Mexico,Ciudad de México
CUST01662,Primera vez,Colombia,Bogotá
CUST01663,Alto patrimonio,Colombia,Bogotá
CUST01664,Primera vez,Colombia,Bogotá
CUST01665,Alto patrimonio,Colombia,Bogotá
CUST01666,Alto patrimonio,Mexico,Ciudad de México
CUST01667,Primera vez,Colombia,Bogotá
CUST01668,Alto patrimonio,Colombia,Bogotá
CUST01669,Primera vez,Colombia,Bogotá
CUST01670,Inversionista,Mexico,Ciudad de México
CUST01671,Primera vez,Colombia,Bogotá
CUST01672,Alto patrimonio,Mexico,Ciudad de México
CUST01673,Alto patrimonio,Colombia,Bogotá
CUST01674,Inversionista,Colombia,Bogotá
CUST01675,Inversionista,Colombia,Bogotá
CUST01676,Primera vez,Mexico,Ciudad de México
CUST01677,Primera vez,Mexico,Ciudad de México
CUST01678,Primera vez,Colombia,Bogotá
CUST01679,Primera vez,Mexico,Ciudad de México
CUST01680,Inversionista,Mexico,Ciudad de México
CUST01681,Primera vez,Colombia,Bogotá
CUST01682,Alto patrimonio,Mexico,Ciudad de México
CUST01683,Inversionista,Colombia,Bogotá
CUST01684,Inversionista,Mexico,Ciudad de México
CUST01685,Primera vez,Mexico,Ciudad de México
CUST01686,Alto patrimonio,Mexico,Ciudad de México
CUST01687,Alto patrimonio,Mexico,Ciudad de México
CUST01688,Primera vez,Colombia,Bogotá
CUST01689,Inversionista,Mexico,Ciudad de México
CUST01690,Inversionista,Colombia,Bogotá
CUST01691,Primera vez,Colombia,Bogotá
CUST01692,Primera vez,Mexico,Ciudad de México
CUST01693,Primera vez,Mexico,Ciudad de México
CUST01694,Primera vez,Mexico,Ciudad de México
CUST01695,Primera vez,Colombia,Bogotá
CUST01696,Primera vez,Mexico,Ciudad de México
CUST01697,Primera vez,Mexico,Ciudad de México
CUST01698,Primera vez,Colombia,Bogotá
CUST01699,Alto patrimonio,Colombia,Bogotá
CUST01700,Primera vez,Colombia,Bogotá
CUST01701,Alto patrimonio,Colombia,Bogotá
CUST01702,Primera vez,Mexico,Ciudad de México
CUST01703,Primera vez,Mexico,Ciudad de México
CUST01704,Primera vez,Mexico,Ciudad de México
CUST01705,Primera vez,Mexico,Ciudad de México
CUST01706,Primera vez,Colombia,Bogotá
CUST01707,Inversionista,Mexico,Ciudad de México
CUST01708,Primera vez,Colombia,Bogotá
CUST01709,Inversionista,Mexico,Ciudad de México
CUST01710,Inversionista,Colombia,Bogotá
CUST01711,Primera vez,Mexico,Ciudad de México
CUST01712,Primera vez,Colombia,Bogotá
CUST01713,Inversionista,Colombia,Bogotá
CUST01714,Primera vez,Mexico,Ciudad de México
CUST01715,Primera vez,Colombia,Bogotá
CUST01716,Alto patrimonio,Mexico,Ciudad de México
